Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Circuit","Number of Positions","Switch Function","Current Rating (Amps)","Voltage Rating - AC","Voltage Rating - DC","Illumination","Illumination Type, Color","Illumination Voltage (Nominal)","Mounting Type","Termination Style","Panel Cutout Dimensions","Ingress Protection","Features","Operating Temperature"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TAA-G102-AB-ND,A22NW-2RL-TAA-G102-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TAA-G202-AB-ND,A22NW-2RL-TAA-G202-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TGA-G101-GB-ND,A22NW-2RL-TGA-G101-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TGA-G102-GB-ND,A22NW-2RL-TGA-G102-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TGA-G202-GB-ND,A22NW-2RL-TGA-G202-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TRA-G101-RB-ND,A22NW-2RL-TRA-G101-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TRA-G102-RB-ND,A22NW-2RL-TRA-G102-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TRA-G202-RB-ND,A22NW-2RL-TRA-G202-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TYA-G101-YB-ND,A22NW-2RL-TYA-G101-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TYA-G102-YB-ND,A22NW-2RL-TYA-G102-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RL-TYA-G202-YB-ND,A22NW-2RL-TYA-G202-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TAA-G101-AB-ND,A22NW-2RM-TAA-G101-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TAA-G102-AB-ND,A22NW-2RM-TAA-G102-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TAA-G202-AB-ND,A22NW-2RM-TAA-G202-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TGA-G102-GB-ND,A22NW-2RM-TGA-G102-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TGA-G202-GB-ND,A22NW-2RM-TGA-G202-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TRA-G101-RB-ND,A22NW-2RM-TRA-G101-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TRA-G102-RB-ND,A22NW-2RM-TRA-G102-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TRA-G202-RB-ND,A22NW-2RM-TRA-G202-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G101-YB-ND,A22NW-2RM-TYA-G101-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G102-YB-ND,A22NW-2RM-TYA-G102-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Off, Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2RM-TYA-G202-YB-ND,A22NW-2RM-TYA-G202-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Off","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G101-AB-ND,A22NW-2BL-TAA-G101-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G102-AB-ND,A22NW-2BL-TAA-G102-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TAA-G202-AB-ND,A22NW-2BL-TAA-G202-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G101-GB-ND,A22NW-2BL-TGA-G101-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G102-GB-ND,A22NW-2BL-TGA-G102-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TGA-G202-GB-ND,A22NW-2BL-TGA-G202-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G101-RB-ND,A22NW-2BL-TRA-G101-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G102-RB-ND,A22NW-2BL-TRA-G102-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TRA-G202-RB-ND,A22NW-2BL-TRA-G202-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G101-YB-ND,A22NW-2BL-TYA-G101-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G102-YB-ND,A22NW-2BL-TYA-G102-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2BL-TYA-G202-YB-ND,A22NW-2BL-TYA-G202-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G101-AB-ND,A22NW-2ML-TAA-G101-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G102-AB-ND,A22NW-2ML-TAA-G102-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TAA-G202-AB-ND,A22NW-2ML-TAA-G202-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G101-GB-ND,A22NW-2ML-TGA-G101-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G102-GB-ND,A22NW-2ML-TGA-G102-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TGA-G202-GB-ND,A22NW-2ML-TGA-G202-GB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Green","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Green Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G101-RB-ND,A22NW-2ML-TRA-G101-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G102-RB-ND,A22NW-2ML-TRA-G102-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TRA-G202-RB-ND,A22NW-2ML-TRA-G202-RB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Red","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Red Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G101-YB-ND,A22NW-2ML-TYA-G101-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G102-YB-ND,A22NW-2ML-TYA-G102-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST 10A 120V,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO/NC","2","On-Mom, Off-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2ML-TYA-G202-YB-ND,A22NW-2ML-TYA-G202-YB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NC 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NC","2","On-Mom","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Yellow","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Yellow Knob","-25°C ~ 55°C"
http://www.ia.omron.com/data_pdf/cat/a22n_m22n_a30n_a254-e1_4_5_csm1045427.pdf,-,A22NW-2MM-TAA-G101-AB-ND,A22NW-2MM-TAA-G101-AB,Omron Automation and Safety,SWITCH SELECT 2POS DPST-NO 10A,0,0,"25.76000","0","1","A22NW","Active","Standard","DPST-NO","2","Off-On","10A (AC), 8A (DC)","120V","24V","Illuminated","LED, Blue","12 VAC/DC","Panel Mount","Screw Terminal","Circular - 22.30mm Dia","IP66 - Dust Tight, Water Resistant","Bezel - Round, Blue Knob","-25°C ~ 55°C"
