Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Coil Type","Voltage - Rated","Current Rating (Amps)","Steps per Revolution","Step Angle","Accuracy","Torque - Holding (oz-in / mNm)","Size / Dimension","NEMA Frame Size","Diameter - Shaft","Length - Shaft and Bearing","Mounting Hole Spacing","Termination Style","Operating Temperature","Coil Resistance","Features"
-,-,80947004-ND,80947004,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"224.05167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947006-ND,80947006,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"224.05167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947007-ND,80947007,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"224.05167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947008-ND,80947008,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"224.05167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947010-ND,80947010,Crouzet,STEPPER MOTOR PM GEARED UNIPOLAR,0,0,"224.05167","0","6","80947","Active","Permanent Magnet Gear Motor","Unipolar","-","-","-","-","-","708.05 / 5000","Square - 2.559"" x 2.559"" (65.00mm x 65.00mm)","-","0.315"" (8.00mm)","0.764"" (19.40mm)","2.205"" (56.00mm)","Wire Leads","-","-","Flatted Shaft"
-,-,80947017-ND,80947017,Crouzet,MOTOR 82940 GEARBOX RC65 - 48STE,0,0,"224.05167","0","6","80947","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,80947019-ND,80947019,Crouzet,STEPPER MOTOR PM GEARED BIPOLAR,0,0,"224.05167","0","6","80947","Active","Permanent Magnet Gear Motor","Bipolar","-","-","-","-","-","708.05 / 5000","Square - 2.559"" x 2.559"" (65.00mm x 65.00mm)","-","0.315"" (8.00mm)","0.764"" (19.40mm)","2.205"" (56.00mm)","Wire Leads","-","-","Flatted Shaft"
-,-,80947020-ND,80947020,Crouzet,STEPPER MOTOR PM GEARED UNIPOLAR,0,0,"224.05167","0","6","80947","Active","Permanent Magnet Gear Motor","Unipolar","-","-","-","-","-","708.05 / 5000","Square - 2.559"" x 2.559"" (65.00mm x 65.00mm)","-","0.315"" (8.00mm)","0.764"" (19.40mm)","2.205"" (56.00mm)","Wire Leads","-","-","Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1140%2F_datasheet%2FPD-1140_hardware_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD42-2-1140-CANOPEN.jpg,1460-1104-ND,PD42-2-1140-CANOPEN,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"237.89000","0","5","PANdrive™","Active","Hybrid","Bipolar","24VDC","2A","200","1.8°","±5%","51 / 360","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","-","Wire Leads with Connector","-","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1160%2F_datasheet%2FPD-1160_hardware_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD57-1-1160-TMCL.jpg,1460-1110-ND,PD57-1-1160-TMCL,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 48V,0,0,"278.15000","0","5","PANdrive™","Active","Hybrid","Bipolar","48VDC","2.8A","200","1.8°","-","77.89 / 550","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","23","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-","-","Integrated Controller, Flatted Shaft"
https://www.trinamic.com/_scripts/download.php?file=_articles%2Fproducts%2Fpandrives%2Fpd-1160%2F_datasheet%2FPD-1160_hardware_manual.pdf,//media.digikey.com/Photos/Trinamic%20Motion%20Control%20Photos/PD57-2-1160-CANOPEN.jpg,1460-1115-ND,PD57-2-1160-CANOPEN,Trinamic Motion Control GmbH,STEPPER MOTOR HYBRID BIPOLAR 48V,0,0,"280.58200","0","5","PANdrive™","Active","Hybrid","Bipolar","48VDC","2.8A","200","1.8°","-","143.05 / 1010","Square - 2.362"" x 2.362"" (60.00mm x 60.00mm)","24","0.250"" (6.35mm)","0.945"" (24.00mm)","1.856"" (47.14mm)","Wire Leads with Connector","-","-","Integrated Controller, Flatted Shaft"
-,-,PG0024-08M000-ND,PG0024-08M000,NMB Technologies Corporation,20MM HYBRID STEP MOTOR 1:2.4 GEA,0,0,"347.18800","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG8-K20-HHE8-ND,PG8-K20-HHE8,NMB Technologies Corporation,SM 8MM DIAMETER PM STEP MOTOR 1:,0,0,"416.62600","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG8L-K20-HHE9-ND,PG8L-K20-HHE9,NMB Technologies Corporation,SM 8MM DIAMETER PM STEP MOTOR 1:,0,0,"416.62600","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG10-K20-HHE4-ND,PG10-K20-HHE4,NMB Technologies Corporation,SM 10MM DIAMETER PM STEP MOTOR 1,0,0,"416.62600","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,89940102-ND,89940102,Crouzet,MOTORED.899401 RAP=3000 115V 50/,0,0,"449.18000","0","35","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG6-K20-HHE6-ND,PG6-K20-HHE6,NMB Technologies Corporation,SM 6MM DIAMETER PM STEP MOTOR 1:,0,0,"555.50000","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG6L-K20-HHE7-ND,PG6L-K20-HHE7,NMB Technologies Corporation,SM 6MM DIAMETER PM STEP MOTOR 1:,0,0,"555.50000","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/Stepping_Motor_with_Gearbox_Catalog.pdf,-,PG5-K20-HHE5-ND,PG5-K20-HHE5,NMB Technologies Corporation,SM 5MM DIAMETER PM STEP MOTOR 1:,0,0,"902.68800","0","5","*","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_316020002.jpg,316020002-ND,316020002,"Seeed Technology Co., Ltd",STEP MOTOR HYBRD BIPOLAR 12-24V,0,0,"15.25000","0","3","-","Active","Hybrid","Bipolar","12 ~ 24VDC","450mA","200","1.8°","-","8.33 / 58.84","Square - 1.110"" x 1.110"" (28.20mm x 28.20mm)","11","0.197"" (5.00mm)","-","1.281"" (32.53mm)","Wire Leads with Connector","-","11 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/55M048D.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/55M048D1B.jpg,403-1016-ND,55M048D1B,Portescap,STEPPER MOTOR PM BIPOLAR 5V,0,0,"Obsolete","0","60","55M","Obsolete","Permanent Magnet","Bipolar","5VDC","960mA","48","7.5°","±15%","27.6 / 195","Round - 2.170"" Dia (55.12mm)","-","0.250"" (6.35mm)","0.750"" (19.05mm)","2.630"" (66.68mm)","Wire Leads","-20°C ~ 70°C","5.2 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/55M048D.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/55M048D2U.jpg,403-1017-ND,55M048D2U,Portescap,STEPPER MOTOR PM UNIPOLAR 12V,0,0,"Obsolete","0","60","55M","Obsolete","Permanent Magnet","Unipolar","12VDC","400mA","48","7.5°","±15%","23 / 163","Round - 2.170"" Dia (55.12mm)","-","0.250"" (6.35mm)","0.750"" (19.05mm)","2.630"" (66.68mm)","Wire Leads","-20°C ~ 70°C","30 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/55M048D.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/55M048D1U.JPG,403-1025-ND,55M048D1U,Portescap,STEPPER MOTOR PM UNIPOLAR 5V,0,0,"Obsolete","0","60","55M","Obsolete","Permanent Magnet","Unipolar","5VDC","960mA","48","7.5°","±15%","23 / 163","Round - 2.170"" Dia (55.12mm)","-","0.250"" (6.35mm)","0.750"" (19.05mm)","2.630"" (66.68mm)","Wire Leads","-20°C ~ 70°C","5.2 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/CanStack%20Motor%20Part%20Numbering.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/42M048C1B-Z36.JPG,403-1027-ND,42M048C1B-Z36,Portescap,STEP MOTOR PM GEARED BIPOLAR 5V,0,0,"Obsolete","0","60","42M-Z","Obsolete","Permanent Magnet Gear Motor","Bipolar","5VDC","550mA","2400","0.15°","-","11.9 / 84","Round - 1.650"" Dia (42.00mm)","-","0.188"" (4.77mm)","0.500"" (12.70mm)","1.880"" (47.63mm)","Wire Leads","-20°C ~ 70°C","9.1 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/17Hx18D.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/17h118d10b.JPG,403-1037-ND,17H118D10B,Portescap,STEP MOTOR HYBRID BIPOLAR 4.1V,0,0,"Obsolete","0","50","H3","Obsolete","Hybrid","Bipolar","4.1VDC","1A","200","1.8°","±5%","51 / 360","Square - 1.680"" x 1.680"" (42.67mm x 42.67mm)","17","0.197"" (5.00mm)","0.790"" (20.07mm)","1.220"" (30.99mm)","Wire Leads","-20°C ~ 40°C","4.12 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/23Hx18D.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/23h018d10b.JPG,403-1038-ND,23H018D10B,Portescap,STEP MOTOR HYBRID BIPOLAR 5.7V,0,0,"Obsolete","0","50","H3","Obsolete","Hybrid","Bipolar","5.7VDC","1A","200","1.8°","±5%","75 / 530","Square - 2.250"" x 2.250"" (57.15mm x 57.15mm)","23","0.250"" (6.35mm)","0.810"" (20.57mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 40°C","5.7 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/Portescap%20Danaher%20PDFs/23Hx18D.pdf,//media.digikey.com/photos/Portescap%20Danaher%20Motion%20US%20LLC%20Photos/23h118d10b.JPG,403-1039-ND,23H118D10B,Portescap,STEP MOTOR HYBRID BIPOLAR 6.84V,0,0,"Obsolete","0","50","H3","Obsolete","Hybrid","Bipolar","6.84VDC","1A","200","1.8°","±5%","180 / 1271","Square - 2.250"" x 2.250"" (57.15mm x 57.15mm)","23","0.250"" (6.35mm)","0.810"" (20.57mm)","1.856"" (47.14mm)","Wire Leads","-20°C ~ 40°C","6.84 Ohms","Round Shaft"
-,-,829102A00000R-ND,829102A00000R,Crouzet,STEPPER MOTOR BI 9OHM PAL 9.52A,0,0,"Active","0","0","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,829144A00050P-ND,829144A00050P,Crouzet,STEPPER MOTOR UNI 15.5OHM 50:1,0,0,"Active","0","0","82914","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,829144A00240H-ND,829144A00240H,Crouzet,STEPPER MOTOR UNI 15.5OHM 240:1,0,0,"Active","0","0","82914","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,829148B00060D-ND,829148B00060D,Crouzet,STEPPER MOTOR UNI 15DEG 66OHM,0,0,"Active","0","0","82914","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910036-ND,82910036,Crouzet,STEPPER MOTOR 4PH 66OHM 330MM,0,0,"Active","0","0","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910054-ND,82910054,Crouzet,STEPPER MOTOR 4PH 66OHM PAL 9.52,0,0,"Active","0","0","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82910400-ND,82910400,Crouzet,STEPPER MOTOR 4PH 165OHM PAL 9AX,0,0,"Active","0","0","82910","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
-,-,82914019-ND,82914019,Crouzet,STEPPER MOTOR 4PHASE 300:1 286,0,0,"Active","0","0","82914","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/23KM-K041BT03CA_Spec.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/23KM-K041BT03CA.jpg,P16828-ND,23KM-K041BT03CA,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 36V,0,0,"Obsolete","0","20","23KM","Obsolete","Hybrid","Bipolar","36VDC","-","200","1.8°","±5%","169.53 / 1197","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.236"" (6.00mm)","0.453"" (11.50mm)","1.856"" (47.14mm)","Wire Leads","-","1 Ohms","Flatted Shaft"
http://cdn.sparkfun.com/datasheets/Robotics/57BYGH420.PDF,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/ROB-10847.JPG,1568-1205-ND,ROB-10847,SparkFun Electronics,STEPPER MOTOR HYBRID UNIPOLAR 3V,0,0,"Obsolete","0","1","-","Obsolete","Hybrid","Unipolar","3VDC","2A","200","1.8°","-","127.47 / 900","Square - 2.220"" x 2.220"" (56.40mm x 56.40mm)","23","0.250"" (6.35mm)","0.890"" (22.60mm)","1.856"" (47.14mm)","Wire Leads","-","1.5 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M144B-ND,14PM-M144B,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","6","14PM","Obsolete","Hybrid","Bipolar","24VDC","850mA","200","1.8°","-","24.93 / 176","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.984"" (25.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","5.4 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/14PM-M.pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_14PM.JPG,14PM-M444B-ND,14PM-M444B,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","6","14PM","Obsolete","Hybrid","Bipolar","24VDC","700mA","200","1.8°","-","31.87 / 225","Square - 1.378"" x 1.378"" (35.00mm x 35.00mm)","14","0.197"" (5.00mm)","0.984"" (25.00mm)","1.023"" (26.00mm)","Wire Leads with Connector","-","8 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z049U-ND,17PM-Z049U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","1A","200","1.8°","-","31.16 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","3.1 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z064U-ND,17PM-Z064U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","600mA","200","1.8°","-","31.16 / 220","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","8.3 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z142U-ND,17PM-Z142U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","1.4A","200","1.8°","-","42.49 / 300","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","2.3 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z149U-ND,17PM-Z149U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","1A","200","1.8°","-","42.49 / 300","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4.3 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z249U-ND,17PM-Z249U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","800mA","200","1.8°","-","17 / 120","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","2.7 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z264U-ND,17PM-Z264U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","600mA","200","1.8°","-","17 / 120","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","6.9 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z342U-ND,17PM-Z342U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","1.4A","200","1.8°","-","39.66 / 280","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","2 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z349U-ND,17PM-Z349U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","1A","200","1.8°","-","39.66 / 280","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","3.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z442U-ND,17PM-Z442U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","1.4A","200","1.8°","-","63.73 / 450","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","3.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z449U-ND,17PM-Z449U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","1A","200","1.8°","-","63.73 / 450","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4.9 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z749U-ND,17PM-Z749U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","900mA","200","1.8°","-","6.80 / 48","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","2.2 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z764U-ND,17PM-Z764U,NMB Technologies Corporation,STEP MOTOR HYBRID UNIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Unipolar","24VDC","600mA","200","1.8°","-","6.80 / 48","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","5.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z049B-ND,17PM-Z049B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Bipolar","24VDC","700mA","200","1.8°","-","38.24 / 270","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","6.2 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z142B-ND,17PM-Z142B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Bipolar","24VDC","1A","200","1.8°","-","55.24 / 390","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z249B-ND,17PM-Z249B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Bipolar","24VDC","600mA","200","1.8°","-","22.66 / 160","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","5.4 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z342B-ND,17PM-Z342B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Bipolar","24VDC","1.4A","200","1.8°","-","48.15 / 340","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z442B-ND,17PM-Z442B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Bipolar","24VDC","900mA","200","1.8°","-","76.48 / 540","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","5.6 Ohms","Round Shaft"
//media.digikey.com/pdf/Data%20Sheets/NMB-MAT/17PY-Z..pdf,//media.digikey.com/Photos/NMB%20Tech%20Photos/MFG_17PY.jpg,17PM-Z749B-ND,17PM-Z749B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"Obsolete","0","10","17PM","Obsolete","Hybrid","Bipolar","24VDC","600mA","200","1.8°","-","8.92 / 63","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","4.4 Ohms","Round Shaft"
https://www.eminebea.com/en/product/rotary/steppingmotor/hybrid/standard/__icsFiles/afieldfile/2017/09/29/17pm-k_1.pdf,-,17PM-K049B-ND,17PM-K049B,NMB Technologies Corporation,STEPPER MOTOR HYBRID BIPOLAR 24V,0,0,"Active","0","0","17PM","Active","Hybrid","Bipolar","24VDC","700mA","200","1.8°","-","38.24 / 270","Square - 1.654"" x 1.654"" (42.00mm x 42.00mm)","17","0.197"" (5.00mm)","0.945"" (24.00mm)","1.220"" (31.00mm)","Connector","-","6.4 Ohms","Round Shaft"
